Name,Book,Type,Subtype,Size,HD,CR,Environment,Misc
"Dinosaur;  Cryptoclidus (aka ""Fintail"")",['(MM2 p07) - (3.5up p3)+ - (Eb p280)'],Animal,Aquatic,Large ,3,3,Warm Aquatic,-
"Dinosaur;  Deinonychus (aka ""Carver"")",['(MM p06) - (Eb p280)'],Animal,-,Large ,4,3,Warm Forests,-
Dinosaur;  Protoceratops,['(Sand p147)'],Animal,-,Medium ,5,3,Warm Deserts,-
"Dinosaur;  Pteranodon (aka ""Glidewing"")",['(Eb p280)'],Animal,-,Large ,3,3,Warm Hills,-
Dire Ape,['(MM p062)'],Animal,-,Large ,5,3,Warm Forests,-
Dire Eagle,['(RoS p186)'],Animal,-,Large ,5,3,Temperate Mountains,-
Dire Eel,['(Storm p148)'],Animal,Aquatic,Large ,6,3,Warm Aquatic,-
Dire Toad,['(MM2 p07) - (3.5up p32)'],Animal,-,Medium ,4,3,Any Temperate; Any Warm; Temperate Aquatic; Warm Aquatic; Underground,-
Dire Vulture,['(Sand p152)'],Animal,-,Large ,6,3,Warm Deserts,-
Dire Wolf,['(MM p065)'],Animal,-,Large ,6,3,Temperate Forests,-
Jhaker,['(DU111 p093)'],Animal,-,Medium ,3,3,Warm Deserts,Dark Sun
Killer Frog,['(DU126 p060)'],Animal,-,Medium ,4,3,Temperate Marshes,-
Lion,['(MM p274)'],Animal,-,Large ,5,3,Warm Plains,-
Pterrax,['(DU110 p093)'],Animal,Psionic,Large ,6,3,Warm Deserts,Dark Sun
Sea Snake;  Viper;  Huge,['(Storm p17) - (MM p280)'],Animal,-,Huge ,6,3,Warm Aquatic,-
Snake;  Viper;  Huge,['(MM p280)'],Animal,-,Huge ,6,3,Temperate Marshes,-
Viper Swarm,['(FF p17) - (3.5up p25)'],Animal,Swarm,Diminutive ,5,3,Any Warm Land; Underground,-
Ape;  Horrid,['(Eb p287)'],Animal,-,Large ,5,4,Warm Forests,Template - Horrid; Ape;  Snow use ape adv
8hd,['(DR328 p08) - (MM p268)'],Animal,-,Large ,8,4,Any Cold,-
Baazrag;  Boneclaw,['(DU110 p084)'],Animal,-,Large ,6,4,Warm Deserts,Dark Sun
Bear;  Brown,['(MM p269)'],Animal,-,Large ,6,4,Cold Forests,-
Bear;  Brown;  Magebred,['(5Nat p074)'],Animal,-,Large ,6,4,Cold Forests,Template - Magebred
Bear;  Polar,['(MM p269)'],Animal,-,Large ,8,4,Cold Plains,-
Crocodile;  Giant,['(MM p271)'],Animal,-,Huge ,7,4,Warm Marshes,-
Dire Barracuda,['(Storm p147)'],Animal,Aquatic,Large ,8,4,Warm Aquatic,-
Dire Boar,['(MM p063)'],Animal,-,Large ,7,4,Temperate Forests,-
Dire Horse,['(MM2 p07) - (3.5up p32)'],Animal,-,Large ,8,4,Any Land,-
Dire Puma,['(Sand p150)'],Animal,-,Large ,6,4,Warm Hills,-
Dire Toad;  Advanced,['(DU132 p030)'],Animal,-,Large ,7,4,Any Temperate; Any Warm; Temperate Aquatic; Warm Aquatic; Underground,Advanced
Dire Wolverine,['(MM p066)'],Animal,-,Large ,5,4,Cold Forests,-
Jagendar,['(DR345 p087)'],Animal,-,Large ,7,4,Underground,-
Megaloceros,['(Frost p117)'],Animal,-,Large ,6,4,Cold Marshes,-
Piranha Swarm,['(Storm p162)'],Animal,Swarm;Aquatic,Tiny,8,4,Warm Aquatic,-
Razorwing,['(DU111 p096)'],Animal,Psionic,Large ,4,4,Warm Deserts,Dark Sun
Rhinoceros,['(MM p278)'],Animal,-,Large ,8,4,Warm Plains,-
Shark;  Huge,['(MM p279)'],Animal,Aquatic,Huge ,10,4,Cold Aquatic,-
Terror Bird,['(FF p175)'],Animal,-,Large ,7,4,Any Forest; Any Hills; Any Plains,-
Tiger,['(MM p281)'],Animal,-,Large ,6,4,Warm Forests,-
"Tiger;  Magebred (aka ""Magebred Ghost Tiger"")",['(5Nat p075)'],Animal,-,Large ,6,4,Warm Forests,Template - Magebred
Cilops,['(DU110 p085)'],Animal,Psionic,Large ,8,5,Warm Deserts,Dark Sun
Crodlu;  Heavy,['(DU110 p087)'],Animal,-,Large ,6,5,Warm Deserts,Dark Sun
Desmodu War Bat,['(MM2 p06) - (3.5up p32)'],Animal,-,Huge ,10,5,Underground,-
Dinosaur;  Diprotodon,['(Sand p148)'],Animal,-,Large ,9,5,Warm Deserts,-
Dinosaur;  Helicoprion,['(DR318 p066)'],Animal,Aquatic,Large ,8,5,Any Aquatic,-
Dinosaur;  Triceratops;  Cave,['(Mini p058)'],Animal,-,Large ,8,5,Underground,-
Dinosaur;  Tyranosaurus;  Cave,['(Mini p058)'],Animal,-,Large ,9,5,Underground,-
Dire Lion,['(MM p063)'],Animal,-,Large ,8,5,Warm Plains,-
Dire Snake,['(MM2 p07) - (3.5up p32)'],Animal,-,Huge ,7,5,Any Temperate; Any Warm; Temperate Aquatic; Warm Aquatic; Underground,-
Elephant Seal use orca,['(DR328 p08) - (MM p283)'],Animal,-,Huge ,9,5,Cold Aquatic,-
Gar;  Giant,['(DR321 p060)'],Animal,Aquatic,Huge ,5,5,Temperate Aquatic; Warm Aquatic,-
Glyptodon,['(Frost p116)'],Animal,-,Large ,10,5,Cold Plains,-
Inix,['(DU110 p090)'],Animal,-,Large ,8,5,Warm Deserts,Dark Sun
Rhinoceros;  Warbeast,['(MM2 p21) - (3.5up p37)'],Animal,-,Large ,9,5,Warm Plains,"Template - Warbeast; Smilodon (aka ""Saber-"
"Toothed Tiger"")",['(Frost p118)'],Animal,-,Large ,9,5,Cold Forests,-
Snake;  Constrictor;  Giant,['(MM p280)'],Animal,-,Huge ,11,5,Warm Forests,-
Whale;  Orca,['(MM p283)'],Animal,-,Huge ,9,5,Cold Aquatic,-
Dinosaur;  Ankylosaurus;  Cave,['(Mini p057)'],Animal,-,Large ,7,6,Underground,-
Dinosaur;  Bloodstriker,['(MM3 p039)'],Animal,-,Large ,9,6,Temperate Deserts,-
"Dinosaur;  Ichthyosaur (aka ""Maultooth"")",['(Storm p145)'],Animal,-,Large ,10,6,Warm Aquatic,-
"Dinosaur;  Megaraptor (aka ""Great Carver"")",['(MM p06) - (Eb p280)'],Animal,-,Huge ,8,6,Warm Forests,-
Dinosaur;  Pachycephalosaurus,['(DR318 p067)'],Animal,-,Large ,7,6,Temperate Hills,-
Dragonhawk,['(5Nat p045)'],Animal,-,Huge ,8,6,Temperate Mountains,-
Hippopotamus,['(Sand p193)'],Animal,-,Large ,8,6,Warm Plains; Warm Forests (rivers),-
Legendary Eagle,['(MM2 p13) - (3.5up p34)'],Animal,-,Small ,12,6,Any Forest; Any Hills; Any Plains; Any Mountains,-
Masher,['(DU141 p046)'],Animal,Aquatic,Huge ,8,6,Warm Aquatic (coral freefs) ,-
Needletooth Swarm,['(MM3 p109)'],Animal,Swarm,Tiny,11,6,Warm Forests,-
Sea Tiger,['(MM3 p147)'],Animal,-,Huge ,19,6,Any Aquatic,-
Whale;  Baleen,['(MM p282)'],Animal,-,Gargantuan ,12,6,Warm Aquatic,-
"Dinosaur;  Allosaurus (aka ""Bladetooth"")",['(MM2 p07) - (3.5up p3)+ - (Eb p280)'],Animal,-,Huge ,10,7,Warm Forest; Warm Hills; Warm Plains; Warm Marsh,-
"Dinosaur;  Ankylosaurus (aka ""Hammertail"")",['(MM2 p07) - (3.5up p3)+ - (Eb p280)'],Animal,-,Huge ,9,7,Warm Forest; Warm Hills; Warm Plains; Warm Marsh,-
"Dinosaur;  Elasmosaurus (aka ""Great Fintail"")",['(MM p06) - (Eb p280)'],Animal,-,Huge ,10,7,Warm Aquatic,-
Dinosaur;  Elgonn,['(DR345 p087)'],Animal,-,Large ,9,7,Underground,-
Dinosaur;  Parasaurolophus,['(DR318 p067)'],Animal,-,Huge ,14,7,Warm Marshes,-
Dire Bear,['(MM p063)'],Animal,-,Large ,12,7,Cold Forests,-
Dire Elk,['(MM2 p07) - (3.5up p32)'],Animal,-,Huge ,12,7,Temperate Forest; Temperate Hills; Temperate Mountains; Cold Forest; Cold Hills; Cold Mountains,-
Elephant,['(MM p272)'],Animal,-,Huge ,11,7,Warm Plains,-
Giant Banded Lizard,['(Sand p164)'],Animal,-,Huge ,10,7,Warm Deserts,-
Legendary Ape,['(MM2 p13) - (3.5up p34)'],Animal,-,Medium ,13,7,Warm Forest; Warm Mountain; Underground,-
Legendary Wolf,['(MM2 p13) - (3.5up p34)'],Animal,-,Medium ,14,7,Any Forest; Any Hills; Any Mountains; Any Plains; Underground,-
Mekillot,['(DU110 p092)'],Animal,-,Huge ,11,7,Warm Deserts,Dark Sun
Terror Bird;  Nest Mother,['(DU142 p040)'],Animal,-,Large ,13,7,Any Forest; Any Hills; Any Plains,Advanced
Whale;  Cachalot,['(MM p283)'],Animal,-,Gargantuan ,12,7,Temperate Aquatic,-
"Dinosaur;  Archelon (aka ""Giant Snapper"")",['(Storm p144)'],Animal,-,Huge ,12,8,Warm Aquatic,-
Dinosaur;  Young Diplodocus,['(DU142 p038)'],Animal,-,Huge ,16,8,Temperate Plains,-
"Dinosaur;  Quetzalcoatlus (aka ""Soarwing"")",['(MM2 p07) - (3.5up p3)+ - (Eb p280)'],Animal,-,Huge ,10,8,Warm Forest; Warm Hills; Warm Mountains,-
"Dinosaur;  Tyrannosaurus (aka ""Sawtooth Titan"")",['(MM p06) - (Eb p280)'],Animal,-,Huge ,18,8,Warm Plains,-
Dire Tiger,['(MM p065)'],Animal,-,Large ,16,8,Warm Forests,-
Dire Tortoise,['(Sand p151)'],Animal,-,Huge ,14,8,Warm Deserts,-
Legendary Horse,['(MM2 p13) - (3.5up p34)'],Animal,-,Large ,18,8,Any Land,-
Legendary Snake,['(MM2 p13) - (3.5up p34)'],Animal,-,Large ,16,8,Any Temperate Land; Any Warm Land; Any Aquatic; Underground,-
Mastryial,['(DU111 p095)'],Animal,-,Large ,12,8,Warm Deserts,Dark Sun
Megatherium,['(FF p124)'],Animal,-,Huge ,13,8,Any Forest; Any Hills; Any Plains,-
"Mob of Light Horses (aka ""Stampede"")",['(DMG2 p061)'],Animal,Mob,Gargantuan ,30,8,Temperate Plains,Template - Mob
Octopus;  Giant,['(MM p276)'],Animal,Aquatic,Large ,8,8,Warm Aquatic,-
Bilge Eel,['(DU138 p053)'],Animal,Aquatic,Huge ,12,9,Temperate Aquatic,-
Dinosaur;  Indriothere,['(FF p100)'],Animal,-,Huge ,16,9,Any Forest; Any Hills; Any Plains,-
"Dinosaur;  Triceratops (aka ""Threehorn"")",['(MM p06) - (Eb p280)'],Animal,-,Huge ,16,9,Temperate Plains,-
Dire Rhinoceros,['(FF p061)'],Animal,-,Huge ,17,9,Cold Plains; Temperate Plains,-
Dire Shark,['(MM p064)'],Animal,Aquatic,Huge ,18,9,Cold Aquatic,-
Fhorge,['(FF p072)'],Animal,Extraplanar,Large ,12,9,Plane of Outlands,-
Legendary Bear,['(MM2 p13) - (3.5up p34)'],Animal,-,Large ,20,9,Any Forest; Any Hills; Any Mountains; Any Plains; Underground,-
Mastodon,['(MM3 p10) - (MM3Errata)'],Animal,-,Huge ,15,9,Temperate Forests,-
Roc,['(MM p215)'],Animal,-,Gargantuan ,18,9,Warm Mountains,-
Squid;  Giant,['(MM p281)'],Animal,Aquatic,Huge ,12,9,Temperate Aquatic,-
Woolly Mammoth,['(Frost p119)'],Animal,-,Huge ,14,9,Cold Plains,-
Zeuglodon,['(Frost p120)'],Animal,-,Gargantuan ,15,9,Cold Aquatic,-
"Dinosaur;  Mosasaur (aka ""Sea Render"")",['(Storm p146)'],Animal,-,Huge ,15,10,Warm Aquatic,-
"Dinosaur;  Plesiosaur (aka ""Fintail Titan"")",['(Storm p146)'],Animal,-,Gargantuan ,16,10,Warm Aquatic,-
Dinosaur;  Stegosaurus,['(DR318 p068)'],Animal,-,Huge ,20,10,Warm Plains,-
Dire Elephant,['(MM2 p07) - (3.5up p32)'],Animal,-,Gargantuan ,20,10,Warm Forest; Warm Plains,-
Legendary Shark,['(MM2 p13) - (3.5up p34)'],Animal,Aquatic,Huge ,30,10,Any Aquatic,-
Legendary Tiger,['(MM2 p13) - (3.5up p34)'],Animal,-,Large ,26,10,Any Forest; Any Hills; Any Mountains; Any Plains; Underground,-
Snake;  Constrictor;  Giant;  Advanced,['(DU143 p049)'],Animal,-,Gargantuan ,20,10,Warm Forests,Advanced
Dinosaur;  Tyrannosaurus;  Advanced,['(DU143 p047)'],Animal,-,Huge ,25,11,Warm Plains,Advanced
Dire Polar Bear,['(Frost p115)'],Animal,-,Huge ,18,11,Cold Plains,-
Forest Sloth,['(MM2 p10) - (3.5up p33)'],Animal,-,Large ,14,11,Warm Forests,-
Megalodon,['(MM2 p14) - (3.5up p35)'],Animal,Aquatic,Gargantuan ,24,11,Any Aquatic,-
Dinosaur;  Diplodocus,['(DR318 p064)'],Animal,-,Colossal ,28,12,Temperate Plains,-
"Dinosaur;  Seismosaurus (aka ""Thunderherder"")",['(MM2 p07) - (3.5up p3)+ - (Eb p280)'],Animal,-,Colossal ,32,12,Warm Forest; Warm Plains; Warm Hills; Warm Marsh,-
Dinosaur;  Giganotosaurus,['(DR318 p065)'],Animal,-,Gargantuan ,24,13,Warm Plains,-
"Dinosaur;  Spinosaurus (aka ""Spineback"")",['(MM2 p07) - (3.5up p3)+ - (Eb p280)'],Animal,-,Gargantuan ,20,13,Warm Forest; Warm Plains; Warm Hills; Warm Marsh,-
Grizzly Mastodon,['(MM2 p12) - (3.5up p34)'],Animal,-,Huge ,15,13,Cold Hills; Cold Forests; Temperate Hills; Temperate Forests,-
Toad;  Titanic,['(MM2 p21) - (3.5up p37)'],Animal,-,Gargantuan ,25,13,Temperate Land; Warm Land; Aquatic,Template - Titanic
Dire Hippopotamus,['(Sand p149)'],Animal,-,Huge ,18,14,Warm Plains; Warm Forests (rivers),-
Crocodile;  Titanic,['(DU145 p066)'],Animal,-,Gargantuan ,25,15,Warm Marshes,Template - Titanic
Dinosaur;  Liopleurodon,['(DR318 p066)'],Animal,-,Colossal ,28,15,Any Aquatic,-
Dinosaur;  Battletitan,['(MM3 p038)'],Animal,-,Huge ,36,16,Warm Plains,-
Roc King,['(DU132 p077)'],Animal,-,Colossal ,36,16,Warm Mountains,Advanced
Animated Object;  Fine,['(DR341 p065)'],Construct,-,Fine ,0.25,0.1,Any,-
Jumping Caltrop,['(CAdv p133)'],Construct,-,Diminutive ,0.25,0.25,Any,-
Expeditious Messenger,['(Eb p285)'],Construct,-,Diminutive ,0.5,0.3,Any,-
Animated Object;  Tiny,['(MM p013)'],Construct,-,Tiny,0.5,0.5,Any,-
Arbalester,['(MoE p152)'],Construct,-,Tiny,1,0.5,Any,-
Clockwork Mender,['(MM4 p030)'],Construct,Law;Extraplanar,Tiny,1,0.5,Plane of Mechanus,-
Copper Asp,['(DR341 p035)'],Construct,-,Tiny,1,0.5,Any,-
Dedicated Wright,['(Eb p285)'],Construct,-,Tiny,1,0.5,Any,-
Furtive Filcher,['(Eb p286)'],Construct,-,Tiny,1,0.5,Any,-
Modron;  1Monodrone,['(DR354 p044)'],Construct,Law;Extraplanar,Small ,1,0.5,Plane of Mechanus,-
Modron;  1Monodrone;  Messenger,['(DR354 p044)'],Construct,Law;Extraplanar,Small ,1,0.5,Plane of Mechanus,-
Razor Hawk,['(DR341 p038)'],Construct,-,Tiny,1,0.5,Any,-
Warforged,['(MM3 p190)'],Construct,LivingConstruct,Medium ,1,0.5,Any,Lvl +0
Warforged Scout,['(MM3 p193)'],Construct,LivingConstruct,Small ,1,0.5,Any,Lvl +0
Animated Object;  Small,['(MM p013)'],Construct,-,Small ,1,1,Any,-
Bogun,['(Spell p2) - (CDiv p15) - (MM2 p034)'],Construct,-,Tiny,2,1,Any,-
Clockroach,['(MM4 p028)'],Construct,-,Small ,1,1,Any,-
Crystal Cat,['(DR341 p036)'],Construct,-,Tiny,2,1,Any,-
Glass Dragonfly,['(DR341 p037)'],Construct,-,Tiny,2,1,Any,-
Golem;  Paper,['(DR341 p042)'],Construct,-,Small ,2,1,Any,-
Homunculus,['(MM p154)'],Construct,-,Tiny,2,1,Any,-
Iron Defender,['(Eb p287)'],Construct,-,Small ,2,1,Any,-
Mercurial Spider,['(DR341 p037)'],Construct,-,Tiny,2,1,Any,-
Modron;  2Duodrone,['(DR354 p045)'],Construct,Law;Extraplanar,Small ,2,1,Plane of Mechanus,-
Raggamoffyn;  Tatterdemanimal,['(MM2 p17) - (3.5up p36)'],Construct,-,Small ,1,1,Any,-
Salvage Rat,['(DR341 p038)'],Construct,-,Tiny,1,1,Any,-
Alchemy Beetle,['(SoX p074)'],Construct,-,Small ,2,2,Any,-
Animated Object;  Mediumum,['(MM p013)'],Construct,-,Medium ,2,2,Any,-
Chaturani;  Pawn,['(DR358 p048)'],Construct,Extraplanar,Medium ,2,2,Plane of Celestia; Plane of Arcadia; Plane of Mechanus; Plane of Acheron; Plane of Baator,-
Clockwork Horror;  Copper,['(DR350 p062)'],Construct,-,Small ,2,2,Any,-
Erudite Owl,['(DR341 p036)'],Construct,-,Tiny,3,2,Any,-
Golem;  Wax,['(DR341 p044)'],Construct,-,Medium ,2,2,Any,-
Iron Cobra,['(FF p10) - (3.5up p24)'],Construct,-,Medium ,2,2,Any,-
Living Crystal Statue,['(DU150 p029)'],Construct,-,Medium ,4,2,Any,-
Necrophidius,['(FF p12) - (3.5up p24)'],Construct,-,Medium ,2,2,Any,-
Animated Object;  Large,['(MM p014)'],Construct,-,Large ,4,3,Any,-
Carrionette,['(DR339 p048)'],Construct,-,Tiny,2,3,Any,-
Clockwork Mender Swarm,['(MM4 p030)'],Construct,Swarm;Law;Extraplanar,Tiny,4,3,Plane of Mechanus,-
Clockwork Pony,['(MM4 p032)'],Construct,-,Medium ,6,3,Any,-
Clockwork Stallion,['(MM4 p032)'],Construct,-,Large ,6,3,Any,-
Dread Guard,['(MM2 p08) - (3.5up p32)'],Construct,-,Medium ,5,3,Any,-
Flying Fingers,['(DU127 p087)'],Construct,Swarm,Diminutive ,7,3,Underground,-
Gargantuanyle;  Ice Beast,['(Frost p139)'],Construct,Cold,Mediumum ,4,3,Any,Template - Ice Beast
Golem;  Tin,['(DR341 p043)'],Construct,-,Medium ,3,3,Any,-
Golem;  Wood,['(DR341 p045)'],Construct,-,Medium ,4,3,Any,-
Maug,['(FF p121)'],Construct,Extraplanar,Large ,2,3,Plane of Acheron,Lvl +3
Modron;  3Tridrone,['(DR354 p045)'],Construct,Law;Extraplanar,Medium ,3,3,Plane of Mechanus,Lvl +3
Raggamoffyn;  Common,['(MM2 p17) - (3.5up p36)'],Construct,-,Medium ,3,3,Any,-
Scarecrow,['(DR355 p049)'],Construct,-,Medium ,5,3,Any,-
Scarecrow;  Quested,['(DR355 p051)'],Construct,-,Medium ,5,3,Any,Variant
Spark Guardian,['(CWar p119)'],Construct,-,Tiny,2,3,Any,-
Captured Bugbear /Common Raggamoffyn,['(MM2 p20) - (3.5up p31)'],Construct,Goblinoid,Medium ,6,4,Any,Template - Captured
Chaturani;  Knight,['(DR358 p050)'],Construct,Extraplanar,Medium ,6,4,Plane of Celestia; Plane of Arcadia; Plane of Mechanus; Plane of Acheron; Plane of Baator,-
Clockwork Eunuch,['(DR334 p038)'],Construct,-,Medium ,5,4,Any,-
Clockwork Horror;  Electrum,['(MM2 p04) - (3.5up p31)'],Construct,-,Small ,4,4,Any,-
Gauntlet Guardian,['(CWar p120)'],Construct,-,Small ,4,4,Any,-
Golem;  Force,['(MM5 p068)'],Construct,-,Large ,4,4,Any,-
Golem;  Fungus,['(DR341 p041)'],Construct,-,Medium ,6,4,Any,-
Golem;  Magmacore,['(MM5 p070)'],Construct,-,Medium ,4,4,Any,-
Half-Golem;  Clay,['(MM2 p21) - (3.5up p34)'],Construct,-,Medium ,1,4,Any,Template - Half-Golem;  Clay
Half-Golem;  Flesh,['(MM2 p21) - (3.5up p34)'],Construct,-,Medium ,1,4,Any,Template - Half-Golem;  Flesh
Half-Golem;  Iron,['(MM2 p21) - (3.5up p34)'],Construct,-,Medium ,1,4,Any,Template - Half-Golem;  Iron
Half-Golem;  Stone,['(MM2 p21) - (3.5up p34)'],Construct,-,Medium ,1,4,Any,Template - Half-Golem;  Stone
Hammerer,['(MM2 p02) - (3.5up p30)'],Construct,-,Medium ,5,4,Any,-
Modron;  4Quadrone,['(DR354 p045)'],Construct,Law;Extraplanar,Medium ,5,4,Plane of Mechanus,Lvl +3
Modron;  4Quadrone;  Winged,['(DR354 p046)'],Construct,Law;Extraplanar,Medium ,5,4,Plane of Mechanus,Lvl +4
Necromancer Knuckles,['(DU127 p088)'],Construct,Swarm,Diminutive ,7,4,Underground,-
Pulverizer,['(MM2 p02) - (3.5up p30)'],Construct,-,Medium ,3,4,Any,-
Scarecrow;  Conscious,['(DR355 p051)'],Construct,-,Medium ,5,4,Any,Variant
Scarecrow;  Dread,['(DR355 p051)'],Construct,-,Medium ,5,4,Any,Variant
Warforged;  Quorcraft;  Barbarian 4th,['(SoX p084)'],Construct,-,Medium ,4,4,Any,Template - Quorcraft; Leveled Up
Animated Object;  Huge,['(MM p014)'],Construct,-,Huge ,8,5,Any,-
Brass Man,['(DU126 p060)'],Construct,Fire,Medium ,7,5,Any,-
Chaturani;  Bishop,['(DR358 p052)'],Construct,Extraplanar,Medium ,8,5,Plane of Celestia; Plane of Arcadia; Plane of Mechanus; Plane of Acheron; Plane of Baator,-
Clockwork Horror;  Gold,['(MM2 p04) - (3.5up p31)'],Construct,-,Small ,8,5,Any,-
Golem;  Chain,['(MM2 p04) - (3.5up p31)'],Construct,-,Medium ,7,5,Any,-
Golem;  Junk,['(DR341 p041)'],Construct,-,Medium ,8,5,Any,-
Golem;  Stained Glass,['(MM2 p11) - (3.5up p33)'],Construct,-,Medium ,12,5,Any,-
Modron;  5Pentadrone,['(DR354 p046)'],Construct,Law;Extraplanar,Medium ,6,5,Plane of Mechanus,Lvl +5
Raggamoffyn;  Guttersnipe,['(MM2 p17) - (3.5up p36)'],Construct,-,Medium ,8,5,Any,-
Shardsoul Slayer,['(MM5 p150)'],Construct,-,Medium ,6,5,Underground,-
Stormcloud of Thoon,['(MM5 p118)'],Construct,-,Medium ,8,5,Any,Thoon
Tool Swarm,['(DU147 p029)'],Construct,Swarm,Tiny,10,5,Any,-
Warforged Charger,['(MM3 p191)'],Construct,LivingConstruct,Large ,4,5,Any,Lvl +4
Bladed Guardian,['(CWar p120)'],Construct,-,Medium ,8,6,Any,-
Caryatid Column,['(FF p03) - (3.5up p24)'],Construct,-,Medium ,6,6,Any,-
Dire Lion;  Effigy,['(CArc p152)'],Construct,-,Large ,8,6,Any,Template - Effigy
Golem;  Fang,['(MM4 p072)'],Construct,-,Large ,8,6,Any,-
Golem;  Maggot,['(DR339 p056)'],Construct,-,Medium ,8,6,Any,-
Scyther of Thoon,['(MM5 p116)'],Construct,-,Medium ,9,6,Any,Thoon
Warforged Scorpion,['(SoX p085)'],Construct,-,Large ,10,6,Any,-
Animated Object;  Gargantuanntuan,['(MM p014)'],Construct,-,Gargantuan ,16,7,Any,-
Chaturani;  Rook,['(DR358 p053)'],Construct,Extraplanar,Medium ,10,7,Plane of Celestia; Plane of Arcadia; Plane of Mechanus; Plane of Acheron; Plane of Baator,-
Clockwork Horror;  Platinum,['(MM2 p04) - (3.5up p31)'],Construct,-,Small ,12,7,Any,-
Golem;  Flesh,['(MM p135)'],Construct,-,Large ,9,7,Any,-
Golem;  Gloom,['(MM3 p06) - (MM3Errata) - (Eb p97)+'],Construct,Evil;Extraplanar,Large ,8,7,Plane of Hades; Plane of Mabar,-
Golem;  Web,['(MM3 p07) - (MM3Errata)'],Construct,-,Large ,11,7,Any,-
Nimblewright,['(MM2 p16) - (3.5up p35)'],Construct,-,Medium ,10,7,Any,-
Quesar,['(BoED p18) - (DR312 p59)'],Construct,Extraplanar,Medium ,8,7,Plane of Elysian,Lvl +9
Class(DR312 p59) Raggamoffyn;  Shrapnyl,['(MM2 p17) - (3.5up p36)'],Construct,-,Large ,12,7,Any,-
Blood Golem of Hextor,['(FF p08) - (3.5up p24)'],Construct,-,Large ,10,8,Any,-
Golem;  Rune,['(DR343 p044)'],Construct,-,Large ,12,8,Temperate Forests; Cold Forests,-
Shield Guardian,['(MM p223)'],Construct,-,Large ,15,8,Any,-
Shredstorm,['(MM3 p15) - (MM3Errata) - (Eb p98)+'],Construct,Swarm,Fine ,14,8,Any; Plane of Shavarath,-
Silvereye Marauder,['(5Nat p155)'],Construct,-,Medium ,9,8,Any,-
Steel Kraken,['(5Nat p093)'],Construct,Aquatic,Huge ,12,8,Any,-
Thoon Soldier,['(MM5 p113)'],Construct,-,Medium ,10,8,Any,Thoon
Warforged Titan,['(Eb p303)'],Construct,-,Huge ,12,8,Any,-
Chaturani;  King,['(DR358 p055)'],Construct,Extraplanar,Medium ,15,9,Plane of Celestia; Plane of Arcadia; Plane of Mechanus; Plane of Acheron; Plane of Baator,-
Chaturani;  Queen,['(DR358 p054)'],Construct,Extraplanar,Medium ,12,9,Plane of Celestia; Plane of Arcadia; Plane of Mechanus; Plane of Acheron; Plane of Baator,-
Clockwork Horror;  Adamantine,['(MM2 p04) - (3.5up p31)'],Construct,-,Small ,16,9,Any,-
Eidolon;  Rogue,['(MM2 p18) - (3.5up p36)'],Construct,-,Large ,9,9,Any,-
Giant Banded Lizard;  Dustform,['(Sand p161)'],Construct,-,Huge ,10,9,Warm Deserts,Template - Dustform
Golem;  Coral,['(Storm p150)'],Construct,Aquatic,Huge ,16,9,Warm Aquatic,-
Golem;  Grave Dirt,['(LM p105)'],Construct,-,Large ,11,9,Any,-
Golem;  Ice,['(Frost p137)'],Construct,Cold,Large ,12,9,Any,-
Golem;  Relief,['(DR334 p042)'],Construct,-,Large ,18,9,Any,-
Golem;  Swarm,['(DR309 p028)'],Construct,Swarm,Tiny,12,9,Any,-
Inevitable;  Zelekhut,['(MM p16) - (MotP p177)'],Construct,Inevitable;Law;Extraplanar,Large ,8,9,Plane of Mechanus,Lvl +7
"Waste Crawler (aka ""Anhydrut"")",['(Sand p191)'],Construct,Law;Extraplanar,Large ,8,9,Plane of Mechanus,-
Animated Object;  8Colossal,['(MM p014)'],Construct,-,Colossal ,32,10,Any,-
Bronze Serpent,['(MM2 p04) - (3.5up p31)'],Construct,-,Huge ,16,10,Any,-
Golem;  Brain,['(FF p08) - (3.5up p24)'],Construct,-,Large ,12,10,Any,-
Golem;  Brass,['(MM2 p11) - (3.5up p33)'],Construct,-,Large ,16,10,Any,-
Golem;  Clay,['(MM p134)'],Construct,-,Large ,11,10,Any,-
Golem;  Lemorian,['(DU142 p060)'],Construct,-,Large ,12,10,Any,-
Runic Guardian,['(MM2 p18) - (3.5up p36)'],Construct,-,Large ,17,10,Any,-
Verdigris Wyrm,['(DU142 p094)'],Construct,-,Huge ,16,10,Any,-
Death Hurler,['(DR309 p027)'],Construct,Extraplanar,Huge ,14,11,Plane of Hell,-
Golem;  Alchemical,['(MM3 p06) - (MM3Errata)'],Construct,-,Large ,22,11,Any,-
Golem;  Mud,['(MM3 p07) - (MM3Errata)'],Construct,-,Large ,15,11,Any,-
Golem;  Shadesteel,['(MM3 p07) - (MM3Errata)'],Construct,Extraplanar,Medium ,18,11,Plane of Shadow; Plane of Mabar,-
Golem;  Stone,['(MM p137)'],Construct,-,Large ,14,11,Any,-
Juggernaut,['(MM2 p13) - (3.5up p34)'],Construct,-,Huge ,18,11,Any,-
Retriever,['(MM p04) - (Eb p98)'],Construct,Extraplanar,Huge ,10,11,Plane of Abyss; Plane of Shavarath,-
Wicker Man,['(FF p18) - (3.5up p24)'],Construct,-,Huge ,12,11,Any,-
Cadaver Collector,['(MM3 p02) - (MM3Errata)'],Construct,-,Large ,16,12,Any,-
